Date,Comment,tokens_stopword,clean_text
2026-03-21T16:26:37Z,"['pak', 'prabowo', 'tidak', 'tanya', 'dana', 'desa', 'coba', 'cek', 'pak', 'dana', 'desa', 'yang', 'dialokasikan', 'apakah', 'sampai', 'didesa', 'juga', 'juga', 'atau', 'banyak', 'potongan', 'birokrasi', 'yang', 'totalnya', 'terima', 'desa', 'sudah', 'berkurang', 'banyak', 'coba', 'cek', 'pak', 'prabowo', 'jangan', 'tidak', 'peduli', 'soal', 'dana', 'desa', 'cek', 'dong', 'pak']","['prabowo', 'tidak', 'tanya', 'dana', 'desa', 'coba', 'cek', 'dana', 'desa', 'dialokasikan', 'didesa', 'banyak', 'potongan', 'birokrasi', 'totalnya', 'terima', 'desa', 'berkurang', 'banyak', 'coba', 'cek', 'prabowo', 'jangan', 'tidak', 'peduli', 'soal', 'dana', 'desa', 'cek', 'dong']",prabowo tidak tanya dana desa coba cek dana desa dialokasikan didesa banyak potongan birokrasi totalnya terima desa berkurang banyak coba cek prabowo jangan tidak peduli soal dana desa cek dong
2026-03-21T16:25:56Z,"['bertanya', 'kepada', 'pelaku', 'penculikkan', 'aktivis']","['bertanya', 'pelaku', 'penculikkan', 'aktivis']",bertanya pelaku penculikkan aktivis
2026-03-21T16:25:48Z,"['love', 'mbak', 'nana']","['love', 'nana']",love nana
2026-03-21T16:24:32Z,"['pinter', 'gini', 'presiden', 'aing']","['pinter', 'gini', 'presiden', 'aing']",pinter gini presiden aing
2026-03-21T16:23:10Z,"['demokrasi', 'indonesia', 'demokrasi', 'sakit', 'alias', 'rusak', 'terlalu', 'banyak', 'partai', 'politik', 'yang', 'bakal', 'jadi', 'calon', 'sarang', 'para', 'koruptor']","['demokrasi', 'indonesia', 'demokrasi', 'sakit', 'alias', 'rusak', 'terlalu', 'banyak', 'partai', 'politik', 'bakal', 'calon', 'sarang', 'koruptor']",demokrasi indonesia demokrasi sakit alias rusak terlalu banyak partai politik bakal calon sarang koruptor
2026-03-21T16:22:23Z,"['anjay', 'sudah', 'menit', 'baru', 'bahas', 'tidur']","['anjay', 'menit', 'baru', 'bahas', 'tidur']",anjay menit baru bahas tidur
2026-03-21T16:18:59Z,"['jangan', 'mau', 'rubah', 'kendaraan', 'listrik', 'beberapa', 'daerah', 'timur', 'terpencil', 'belum', 'dapet', 'listrik', 'woi', 'tolong', 'pemerataan', 'listrik', 'seluruh', 'indonesia', 'yng', 'belum', 'dpet', 'dan', 'subsidikan', 'listrik', 'kalau', 'memang', 'indonesia', 'penghasil', 'batu', 'bara', 'didunia', 'seharusnya', 'listrik', 'subsidikan']","['jangan', 'mau', 'rubah', 'kendaraan', 'listrik', 'beberapa', 'daerah', 'timur', 'terpencil', 'dapet', 'listrik', 'woi', 'pemerataan', 'listrik', 'seluruh', 'indonesia', 'yng', 'dpet', 'subsidikan', 'listrik', 'kalau', 'memang', 'indonesia', 'penghasil', 'batu', 'bara', 'didunia', 'listrik', 'subsidikan']",jangan mau rubah kendaraan listrik beberapa daerah timur terpencil dapet listrik woi pemerataan listrik seluruh indonesia yng dpet subsidikan listrik kalau memang indonesia penghasil batu bara didunia listrik subsidikan
2026-03-21T16:17:11Z,"['diperuntukan', 'banyak', 'program', 'yang', 'sudah', 'buat', 'rab', 'nya', 'jadi', 'ituh', 'harus', 'bagi', 'kebutuhan', 'yang', 'sudah', 'tertera', 'bukan', 'untuk', 'satu', 'jurusan', 'ajh', 'pak', 'presiden', 'makanya', 'kepdes', 'serba', 'salah', 'kalo', 'fonis']","['diperuntukan', 'banyak', 'program', 'buat', 'rab', 'ituh', 'kebutuhan', 'tertera', 'bukan', 'satu', 'jurusan', 'ajh', 'presiden', 'makanya', 'kepdes', 'serba', 'salah', 'kalo', 'fonis']",diperuntukan banyak program buat rab ituh kebutuhan tertera bukan satu jurusan ajh presiden makanya kepdes serba salah kalo fonis
2026-03-21T16:17:10Z,"['elah', 'keliatan', 'amat', 'sih', 'ketawa', 'karirnya']","['elah', 'keliatan', 'ketawa', 'karirnya']",elah keliatan ketawa karirnya
2026-03-21T16:13:06Z,"['pokoknya', 'hidup', 'mbg']","['pokoknya', 'hidup', 'mbg']",pokoknya hidup mbg
2026-03-21T16:12:54Z,"['negara', 'tidak', 'pernah', 'takuti', 'jika', 'terjadi', 'perang', 'antar', 'bangsa', 'tetapi', 'negara', 'menakuti', 'jika', 'negara', 'nya', 'sendiri', 'tempur', 'sesama', 'rakyat', 'yang', 'hidup', 'disatu', 'negara', 'itu', 'musuh', 'sesama', 'penjajah', 'negri', 'sendiri']","['negara', 'tidak', 'pernah', 'takuti', 'terjadi', 'perang', 'antar', 'bangsa', 'negara', 'menakuti', 'negara', 'sendiri', 'tempur', 'sesama', 'rakyat', 'hidup', 'disatu', 'negara', 'musuh', 'sesama', 'penjajah', 'negri', 'sendiri']",negara tidak pernah takuti terjadi perang antar bangsa negara menakuti negara sendiri tempur sesama rakyat hidup disatu negara musuh sesama penjajah negri sendiri
2026-03-21T16:12:47Z,"['langkah', 'teknologi', 'baru', 'juga', 'harus', 'dukung', 'dengan', 'kualitas', 'generasi', 'muda', 'khususnya', 'mahasiswa', 'mahasiswa', 'saat', 'ini', 'jadi', 'kualitas', 'mahasiswa', 'kita', 'ini', 'perlu', 'adanya', 'terobosan', 'baru', 'yang', 'kualitasnya', 'hanya', 'triak', 'triak', 'menghujat', 'pemerintah', 'yuk', 'kita', 'isi', 'kepala', 'kita', 'dengan', 'trobosan', 'trobosan', 'baru', 'bidang', 'teknologi']","['langkah', 'teknologi', 'baru', 'dukung', 'kualitas', 'generasi', 'muda', 'khususnya', 'mahasiswa', 'mahasiswa', 'kualitas', 'mahasiswa', 'perlu', 'adanya', 'terobosan', 'baru', 'kualitasnya', 'triak', 'triak', 'menghujat', 'pemerintah', 'yuk', 'isi', 'kepala', 'trobosan', 'trobosan', 'baru', 'bidang', 'teknologi']",langkah teknologi baru dukung kualitas generasi muda khususnya mahasiswa mahasiswa kualitas mahasiswa perlu adanya terobosan baru kualitasnya triak triak menghujat pemerintah yuk isi kepala trobosan trobosan baru bidang teknologi
2026-03-21T16:10:13Z,"['biar', 'pangan', 'kita', 'cukup', 'jika', 'masih', 'banyak', 'manusia', 'manusia', 'yang', 'tidak', 'pernah', 'puas', 'serakah', 'rangka', 'takmungkin', 'merasa', 'cukup', 'harus', 'percaya', 'itu']","['biar', 'pangan', 'cukup', 'banyak', 'manusia', 'manusia', 'tidak', 'pernah', 'puas', 'serakah', 'rangka', 'takmungkin', 'merasa', 'cukup', 'percaya']",biar pangan cukup banyak manusia manusia tidak pernah puas serakah rangka takmungkin merasa cukup percaya
2026-03-21T16:09:23Z,"['kami', 'menunggu', 'tindakan', 'yang', 'super', 'tegar', 'untuk', 'presiden', 'terhadap', 'bupati', 'wlaikota', 'serta', 'gubernur', 'sekalipun', 'yang', 'bekerja', 'tidak', 'efisien', 'pecat', 'untuk', 'mereka', 'yang', 'tidak', 'mau', 'bekerja', 'dan', 'meninggalkan', 'tugas', 'yang', 'wajib', 'untuk', 'kemajuan', 'desa']","['menunggu', 'tindakan', 'super', 'tegar', 'presiden', 'bupati', 'wlaikota', 'gubernur', 'sekalipun', 'bekerja', 'tidak', 'efisien', 'pecat', 'tidak', 'mau', 'bekerja', 'meninggalkan', 'tugas', 'wajib', 'kemajuan', 'desa']",menunggu tindakan super tegar presiden bupati wlaikota gubernur sekalipun bekerja tidak efisien pecat tidak mau bekerja meninggalkan tugas wajib kemajuan desa
2026-03-21T16:05:37Z,"['harga', 'pangan', 'melonjak']","['harga', 'pangan', 'melonjak']",harga pangan melonjak
2026-03-21T16:05:23Z,"['ujian', 'bagi', 'ina', 'adalah', 'apakah', 'tetap', 'setia', 'kepadabapak', 'demokrasi', 'dunia', 'usa', 'ina', 'ekspor', 'minyak', 'uea', 'dapat', 'dukungan', 'penuh', 'menjadikan', 'uea', 'kaya', 'aman', 'makmur', 'ingatlah', 'pesan', 'ini', 'dari', 'orang', 'tua']","['ujian', 'ina', 'tetap', 'setia', 'kepadabapak', 'demokrasi', 'dunia', 'usa', 'ina', 'ekspor', 'minyak', 'uea', 'dukungan', 'penuh', 'menjadikan', 'uea', 'kaya', 'aman', 'makmur', 'ingatlah', 'pesan', 'orang', 'tua']",ujian ina tetap setia kepadabapak demokrasi dunia usa ina ekspor minyak uea dukungan penuh menjadikan uea kaya aman makmur ingatlah pesan orang tua
2026-03-21T16:03:09Z,"['beliau', 'tuh', 'tau', 'tujuan', 'negara', 'but', 'dont', 'know', 'how', 'achive', 'the', 'goals', 'dengan', 'cara', 'yang', 'sesuai', 'dengan', 'kondisi', 'kita', 'kembali', 'seharusnys', 'memahami', 'lapangan', 'juga', 'penting', 'bukan', 'hanya', 'teori']","['beliau', 'tuh', 'tau', 'tujuan', 'negara', 'but', 'dont', 'know', 'how', 'achive', 'the', 'goals', 'cara', 'sesuai', 'kondisi', 'seharusnys', 'memahami', 'lapangan', 'penting', 'bukan', 'teori']",beliau tuh tau tujuan negara but dont know how achive the goals cara sesuai kondisi seharusnys memahami lapangan penting bukan teori
2026-03-21T16:02:49Z,"['ngeri', 'ngerii', 'sedap']","['ngeri', 'ngerii', 'sedap']",ngeri ngerii sedap
2026-03-21T16:02:37Z,"['kok', 'tidak', 'ada', 'yang', 'nanya', 'kenapa', 'milih', 'mentri', 'orang', 'partai', 'bukan', 'orang', 'yang', 'kompeten', 'bidang', 'nya', 'cuma', 'pak', 'purbaya', 'dan', 'amran', 'sulaiman', 'saja', 'mentri', 'yang', 'ilmu', 'dan', 'kerjaan', 'nya', 'sesuai', 'yang', 'lain', 'cuma', 'untuk', 'mengamankan', 'koalisi', 'aja']","['kok', 'tidak', 'nanya', 'milih', 'mentri', 'orang', 'partai', 'bukan', 'orang', 'kompeten', 'bidang', 'cuma', 'purbaya', 'amran', 'sulaiman', 'mentri', 'ilmu', 'kerjaan', 'sesuai', 'cuma', 'mengamankan', 'koalisi', 'aja']",kok tidak nanya milih mentri orang partai bukan orang kompeten bidang cuma purbaya amran sulaiman mentri ilmu kerjaan sesuai cuma mengamankan koalisi aja
2026-03-21T16:02:11Z,"['iya', 'gantian', 'wapres', 'menjawab', 'dong']","['iya', 'gantian', 'wapres', 'menjawab', 'dong']",iya gantian wapres menjawab dong
2026-03-21T15:58:33Z,"['tidak', 'semua', 'yang', 'bicarakan', 'ada', 'batasan', 'yang', 'ilustrasi', 'kan']","['tidak', 'semua', 'bicarakan', 'batasan', 'ilustrasi', 'kan']",tidak semua bicarakan batasan ilustrasi kan
2026-03-21T15:58:08Z,"['kalo', 'dilihat', 'dari', 'diskusi', 'ini', 'indonesia', 'seakan', 'terasa', 'indah', 'banget', 'tapi', 'realitanya', 'sangat', 'berbeda', 'tau', 'sendiri', 'lah', 'masalah', 'utamanya', 'adalah', 'koruptor', 'merajalela', 'tidak', 'dibahas', 'eksplisit', 'ruangan', 'diskusi', 'ini']","['kalo', 'dilihat', 'diskusi', 'indonesia', 'seakan', 'terasa', 'indah', 'banget', 'realitanya', 'sangat', 'berbeda', 'tau', 'sendiri', 'masalah', 'utamanya', 'koruptor', 'merajalela', 'tidak', 'dibahas', 'eksplisit', 'ruangan', 'diskusi']",kalo dilihat diskusi indonesia seakan terasa indah banget realitanya sangat berbeda tau sendiri masalah utamanya koruptor merajalela tidak dibahas eksplisit ruangan diskusi
2026-03-21T15:56:11Z,"['fasilitas', 'umum', 'aceh', 'jembatan', 'dan', 'lain', 'lain', 'sudah', 'dibantu', 'negara', 'atau', 'belum', 'pak', 'bantu', 'buatkan', 'video', 'terupdate', 'bantuan', 'negara', 'terkait', 'hal', 'itu', 'pak']","['fasilitas', 'umum', 'aceh', 'jembatan', 'dibantu', 'negara', 'bantu', 'buatkan', 'video', 'terupdate', 'bantuan', 'negara', 'terkait']",fasilitas umum aceh jembatan dibantu negara bantu buatkan video terupdate bantuan negara terkait
2026-03-21T15:49:55Z,"['kecuali', 'giliran', 'mba', 'najwa', 'yang', 'lain', 'polanya', 'sama', 'pertanyaan', 'jawaban', 'power', 'point']","['giliran', 'mba', 'najwa', 'polanya', 'sama', 'pertanyaan', 'jawaban', 'power', 'point']",giliran mba najwa polanya sama pertanyaan jawaban power point
2026-03-21T15:46:43Z,"['mohon', 'maaf', 'pak', 'dengan', 'besar', 'hati', 'saya', 'bilng', 'kebaikan', 'bapak', 'yang', 'dinarasikan', 'saat', 'ditanya', 'kpd', 'mbak', 'najwa', 'itu', 'sama', 'sekali', 'belum', 'dirasakan', 'secara', 'signifikan', 'masyarakat']","['mohon', 'maaf', 'besar', 'hati', 'bilng', 'kebaikan', 'dinarasikan', 'ditanya', 'kpd', 'najwa', 'sama', 'sekali', 'dirasakan', 'signifikan', 'masyarakat']",mohon maaf besar hati bilng kebaikan dinarasikan ditanya kpd najwa sama sekali dirasakan signifikan masyarakat
2026-03-21T15:43:58Z,"['harusnya', 'pak', 'prsiden', 'jangan', 'bilang', 'quot', 'saya', 'heran', 'orang', 'yang', 'sudah', 'kaya', 'raya', 'masih', 'mencuri', 'ganti', 'aja', 'pak', 'saya', 'heran', 'sekolah', 'tinggi', 'tingi', 'tapi', 'hobinya', 'nyuri', 'alias', 'korupsi']","['harusnya', 'prsiden', 'jangan', 'bilang', 'quot', 'heran', 'orang', 'kaya', 'raya', 'mencuri', 'ganti', 'aja', 'heran', 'sekolah', 'tinggi', 'tingi', 'hobinya', 'nyuri', 'alias', 'korupsi']",harusnya prsiden jangan bilang quot heran orang kaya raya mencuri ganti aja heran sekolah tinggi tingi hobinya nyuri alias korupsi
2026-03-21T15:42:53Z,"['pak', 'prabowo', 'pinter', 'banget']","['prabowo', 'pinter', 'banget']",prabowo pinter banget
2026-03-21T15:42:33Z,"['yang', 'lain', 'nanya', 'nya', 'cmn', 'basic', 'basic', 'kaya', 'lagi', 'denger', 'cerita', 'dongeng', 'anak', 'dari', 'bapa', 'nya', 'kosong', 'tidak', 'ada', 'isi', 'mana', 'gthpercuma', 'lulusan', 'luar', 'negri', 'tapi', 'hampa', 'bner']","['nanya', 'cmn', 'basic', 'basic', 'kaya', 'denger', 'cerita', 'dongeng', 'anak', 'bapa', 'kosong', 'tidak', 'isi', 'mana', 'gthpercuma', 'lulusan', 'luar', 'negri', 'hampa', 'bner']",nanya cmn basic basic kaya denger cerita dongeng anak bapa kosong tidak isi mana gthpercuma lulusan luar negri hampa bner
2026-03-21T15:42:28Z,"['salah', 'satu', 'wanita', 'hebat', 'yang', 'saya', 'kagumi', 'setelah', 'istri', 'saya', 'yaitu', 'mba', 'nana']","['salah', 'satu', 'wanita', 'hebat', 'kagumi', 'istri', 'mba', 'nana']",salah satu wanita hebat kagumi istri mba nana
2026-03-21T15:40:01Z,"['terima', 'kasih', 'mbak', 'nana', 'atas', 'keberanian', 'menanyakan', 'hal', 'yang', 'tidak', 'mudah', 'dan', 'itu', 'mewakili', 'suara', 'banyak', 'orang', 'termasuk', 'saya']","['terima', 'kasih', 'nana', 'atas', 'keberanian', 'menanyakan', 'tidak', 'mudah', 'mewakili', 'suara', 'banyak', 'orang', 'termasuk']",terima kasih nana atas keberanian menanyakan tidak mudah mewakili suara banyak orang termasuk
2026-03-21T15:38:00Z,"['bener', 'pak', 'hukum', 'negara', 'kita', 'wajib', 'banget', 'ditegakkan']","['bener', 'hukum', 'negara', 'wajib', 'banget', 'ditegakkan']",bener hukum negara wajib banget ditegakkan
2026-03-21T15:37:08Z,"['sekarang', 'pun', 'sudah', 'banyak', 'yang', 'memilih', 'kendaraan', 'tipe', 'listrik', 'pak', 'tanpa', 'bensin']","['sekarang', 'banyak', 'memilih', 'kendaraan', 'tipe', 'listrik', 'bensin']",sekarang banyak memilih kendaraan tipe listrik bensin
2026-03-21T15:36:19Z,"['semoga', 'rencana', 'bapak', 'terwujud', 'dan', 'melahirkan', 'banyak', 'dokter', 'yang', 'bisa', 'ikut', 'serta', 'membantu', 'sesegera', 'mungkin']","['semoga', 'rencana', 'terwujud', 'melahirkan', 'banyak', 'dokter', 'ikut', 'membantu', 'sesegera', 'mungkin']",semoga rencana terwujud melahirkan banyak dokter ikut membantu sesegera mungkin
2026-03-21T15:35:00Z,"['setuju', 'sama', 'bapak', 'karena', 'makanan', 'akan', 'masuk', 'dalam', 'tubuh', 'penting', 'banget', 'untuk', 'cek', 'dulu', 'kandungan', 'makanan', 'tersebut', 'beserta', 'kualitasnya']","['setuju', 'sama', 'makanan', 'masuk', 'tubuh', 'penting', 'banget', 'cek', 'dulu', 'kandungan', 'makanan', 'tersebut', 'beserta', 'kualitasnya']",setuju sama makanan masuk tubuh penting banget cek dulu kandungan makanan tersebut beserta kualitasnya
2026-03-21T15:32:18Z,"['masyarakat', 'menilai', 'presiden', 'dari', 'sisi', 'positifnya', 'husnudzon', 'sementara', 'presiden', 'menilai', 'diri', 'sendiri', 'dari', 'sisi', 'negatifnya', 'intropeksi', 'kalo', 'bisa', 'seperti', 'itu', 'niscaya', 'sejahtera', 'jaya', 'yang', 'terjadi', 'skrng', 'masyarakat', 'menilai', 'presiden', 'dri', 'sisi', 'negatifnya', 'dan', 'presiden', 'menilai', 'diri', 'nya', 'dari', 'sisi', 'positif', 'terlena', 'dan', 'jumawa']","['masyarakat', 'menilai', 'presiden', 'sisi', 'positifnya', 'husnudzon', 'presiden', 'menilai', 'diri', 'sendiri', 'sisi', 'negatifnya', 'intropeksi', 'kalo', 'niscaya', 'sejahtera', 'jaya', 'terjadi', 'skrng', 'masyarakat', 'menilai', 'presiden', 'dri', 'sisi', 'negatifnya', 'presiden', 'menilai', 'diri', 'sisi', 'positif', 'terlena', 'jumawa']",masyarakat menilai presiden sisi positifnya husnudzon presiden menilai diri sendiri sisi negatifnya intropeksi kalo niscaya sejahtera jaya terjadi skrng masyarakat menilai presiden dri sisi negatifnya presiden menilai diri sisi positif terlena jumawa
2026-03-21T15:31:29Z,"['tidak', 'konsisten', 'katanya', 'mau', 'produksi', 'mobil', 'yang', 'energinya', 'masih', 'pake', 'bensin', 'abis', 'itu', 'katanya', 'dalam', 'tahu', 'semua', 'kendaraan', 'harus', 'bertenaga', 'listrik']","['tidak', 'konsisten', 'katanya', 'mau', 'produksi', 'mobil', 'energinya', 'pake', 'bensin', 'abis', 'katanya', 'tahu', 'semua', 'kendaraan', 'bertenaga', 'listrik']",tidak konsisten katanya mau produksi mobil energinya pake bensin abis katanya tahu semua kendaraan bertenaga listrik
2026-03-21T15:30:15Z,"['beda', 'banget', 'komenttr', 'disini', 'dengan', 'komentar', 'channel', 'sebeelah', 'wkwkwkwkzerr', 'buzzer', 'wkwkwkwkk']","['beda', 'banget', 'komenttr', 'disini', 'komentar', 'channel', 'sebeelah', 'wkwkwkwkzerr', 'buzzer', 'wkwkwkwkk']",beda banget komenttr disini komentar channel sebeelah wkwkwkwkzerr buzzer wkwkwkwkk
2026-03-21T16:33:01Z,"['channel', 'mana']","['channel', 'mana']",channel mana
2026-03-21T15:27:26Z,"['good', 'job', 'mba', 'nana', 'mantabs']","['good', 'job', 'mba', 'nana', 'mantabs']",good job mba nana mantabs
2026-03-21T15:27:10Z,"['keren', 'mbak', 'nana']","['keren', 'nana']",keren nana
2026-03-21T15:26:37Z,"['tlg', 'dengerin', 'suara', 'kita', 'tetapi', 'kan', 'kamu', 'kasih', 'jabatan', 'sama', 'sodara', 'sudah', 'lah', 'akting', 'aja']","['tlg', 'dengerin', 'suara', 'kan', 'kamu', 'kasih', 'jabatan', 'sama', 'sodara', 'akting', 'aja']",tlg dengerin suara kan kamu kasih jabatan sama sodara akting aja
2026-03-21T15:26:08Z,"['yang', 'lain', 'jangan', 'cuma', 'ngopi', 'coba', 'informasikan', 'masalah', 'ijasah', 'jokowi', 'asli', 'apa', 'palsu']","['jangan', 'cuma', 'ngopi', 'coba', 'informasikan', 'masalah', 'ijasah', 'jokowi', 'asli', 'apa', 'palsu']",jangan cuma ngopi coba informasikan masalah ijasah jokowi asli apa palsu
2026-03-21T15:24:32Z,"['hahaha', 'terlihat', 'labil', 'nya', 'orang', 'militer', 'tidak', 'cocok', 'jadi', 'kepala', 'negara', 'karena', 'emosian', 'dan', 'kebijakannya', 'kurang', 'dipikir', 'mendalam']","['hahaha', 'terlihat', 'labil', 'orang', 'militer', 'tidak', 'cocok', 'kepala', 'negara', 'emosian', 'kebijakannya', 'kurang', 'dipikir', 'mendalam']",hahaha terlihat labil orang militer tidak cocok kepala negara emosian kebijakannya kurang dipikir mendalam
2026-03-21T15:16:07Z,"['harusnya', 'begini', 'tuh', 'undang', 'rocky', 'gerung']","['harusnya', 'begini', 'tuh', 'undang', 'rocky', 'gerung']",harusnya begini tuh undang rocky gerung
2026-03-21T15:15:22Z,"['katanya', 'efisiensi', 'untuk', 'icor', 'tapi', 'icor', 'kita', 'awal', 'kok', 'malah', 'tinggi']","['katanya', 'efisiensi', 'icor', 'icor', 'awal', 'kok', 'malah', 'tinggi']",katanya efisiensi icor icor awal kok malah tinggi
2026-03-21T15:15:08Z,"['bbm', 'kalbar', 'susah', 'pak']","['bbm', 'kalbar', 'susah']",bbm kalbar susah
2026-03-21T15:15:08Z,"['pangan', 'memang', 'salah', 'satu', 'kebutuhan', 'para', 'manusia', 'kehidupan', 'pak']","['pangan', 'memang', 'salah', 'satu', 'kebutuhan', 'manusia', 'kehidupan']",pangan memang salah satu kebutuhan manusia kehidupan
2026-03-21T15:14:43Z,"['takut', 'banget', 'sama', 'wowo']","['takut', 'banget', 'sama', 'wowo']",takut banget sama wowo
2026-03-21T15:12:54Z,"['bangsa', 'indonesia', 'krisis', 'akan', 'quot', 'moralitas', 'quot', 'kejujuran', 'dan', 'keiqlasan', 'tidak', 'ada', 'dalam', 'jiwa', 'para', 'politikus', 'yang', 'membentuk', 'karakter', 'penuh', 'korupt', 'dalam', 'semua', 'lini', 'kehidupan']","['bangsa', 'indonesia', 'krisis', 'quot', 'moralitas', 'quot', 'kejujuran', 'keiqlasan', 'tidak', 'jiwa', 'politikus', 'membentuk', 'karakter', 'penuh', 'korupt', 'semua', 'lini', 'kehidupan']",bangsa indonesia krisis quot moralitas quot kejujuran keiqlasan tidak jiwa politikus membentuk karakter penuh korupt semua lini kehidupan
2026-03-21T15:12:49Z,"['dia', 'tidak', 'bisa', 'bilang', 'kalau', 'dia', 'masuk', 'perangkap', 'trum']","['tidak', 'bilang', 'kalau', 'masuk', 'perangkap', 'trum']",tidak bilang kalau masuk perangkap trum
2026-03-21T15:12:41Z,"['saya', 'sepemikiran', 'dengan', 'prabowo']","['sepemikiran', 'prabowo']",sepemikiran prabowo
2026-03-21T15:07:38Z,"['katanya', 'orang', 'kaya', 'raya', 'masih', 'mau', 'nyuri', 'ngaca']","['katanya', 'orang', 'kaya', 'raya', 'mau', 'nyuri', 'ngaca']",katanya orang kaya raya mau nyuri ngaca
2026-03-21T15:07:15Z,"['allahu', 'akbar', 'allahu', 'akbar', 'allahu', 'akbar']","['allahu', 'akbar', 'allahu', 'akbar', 'allahu', 'akbar']",allahu akbar allahu akbar allahu akbar
2026-03-21T15:06:04Z,"['trimakasih', 'pak', 'semoga', 'indonesia', 'semakin', 'maju']","['trimakasih', 'semoga', 'indonesia', 'semakin', 'maju']",trimakasih semoga indonesia semakin maju
2026-03-21T14:59:53Z,"['kenapa', 'pada', 'menyoroti', 'bahwa', 'kalo', 'mbak', 'nana', 'yang', 'nanya', 'prabowo', 'keringetan', 'kalo', 'mbak', 'nana', 'kan', 'nanya', 'ngejar', 'begitu']","['menyoroti', 'kalo', 'nana', 'nanya', 'prabowo', 'keringetan', 'kalo', 'nana', 'kan', 'nanya', 'ngejar']",menyoroti kalo nana nanya prabowo keringetan kalo nana kan nanya ngejar
2026-03-21T14:58:30Z,"['mba', 'nana', 'istimewa', 'dengan', 'pertanyaannya', 'telah', 'ikut', 'selamatkan', 'indonesia', 'dari', 'kejahatan']","['mba', 'nana', 'istimewa', 'pertanyaannya', 'ikut', 'selamatkan', 'indonesia', 'kejahatan']",mba nana istimewa pertanyaannya ikut selamatkan indonesia kejahatan
2026-03-21T14:56:52Z,"['mbak', 'nana', 'mesti', 'belajar', 'lagi']","['nana', 'mesti', 'belajar']",nana mesti belajar
2026-03-21T14:56:39Z,"['aku', 'bangga', 'sama', 'mba', 'nana', 'berani', 'demi', 'kebenaran']","['aku', 'bangga', 'sama', 'mba', 'nana', 'berani', 'kebenaran']",aku bangga sama mba nana berani kebenaran
2026-03-21T14:56:28Z,"['salah', 'beneran', 'dongeng', 'cerita', 'nostalgia']","['salah', 'beneran', 'dongeng', 'cerita', 'nostalgia']",salah beneran dongeng cerita nostalgia
